#SampleID	ERR695598	ERR695599	ERR695600	ERR695601	ERR695602	ERR695603	ERR695604	ERR695605	ERR695606	ERR695607	ERR695608	ERR695609	ERR695610	ERR695611	ERR695612	ERR695613	ERR695614	ERR695615	ERR695616	ERR695617	ERR695618	ERR695619	ERR695620	ERR695621	ERR695622	ERR695623	ERR695624	ERR695625	ERR695626	ERR695627	ERR695628	ERR695629	ERR695630	ERR695631	ERR695632	ERR695633	ERR695634	ERR695635	ERR695636	ERR695637
Root;k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__BA008;g__;s__	1	1	0	0	0	3	7	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	2	0	0	2	0	0
Root;k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__BS11;g__;s__	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	1
Root;k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__5-7N15;s__	52	68	31	40	93	87	54	55	31	28	109	108	24	27	1	2	20	12	34	20	30	21	10	6	26	31	59	50	8	2	7	10	12	19	12	15	5	2	11	10
Root;k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__;s__	2	1	0	0	1	2	2	3	3	1	2	4	1	2	0	0	2	1	3	2	0	1	15	8	1	0	6	2	8	6	2	0	0	1	0	2	24	35	0	0
Root;k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__BF311;s__	0	0	1	0	2	0	1	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	2	0	1	0	0	2	1
Root;k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__	6056	6901	3766	4118	8459	8062	8374	8206	4959	4733	14832	14422	3417	3274	224	211	2716	2705	3383	3239	15674	15236	2662	2404	17400	16941	13402	12977	1244	1181	2813	3025	4211	4509	2496	2392	2157	2213	3598	3646
Root;k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__acidifaciens	41	41	12	12	48	44	35	21	2	2	9	14	1	1	0	0	1	3	5	5	34	22	4	7	36	34	110	103	7	4	9	9	3	3	5	7	26	30	1	0
Root;k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__barnesiae	1	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	11	13	2	0	14	18	6	4	0	0	1	0	0	0	1	1	0	0	0	0
Root;k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__caccae	17	20	32	31	16	22	13	22	68	75	126	129	82	67	2	0	71	68	69	63	29	11	83	62	28	21	14	8	58	43	54	53	17	22	5	10	7	4	11	5
Root;k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__coprophilus	98	83	280	356	51	43	7	5	0	0	0	5	0	0	45	59	8	5	7	5	0	0	0	0	1	5	0	1	0	0	0	0	1	0	228	210	4	9	0	0
Root;k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__coprosuis	4	5	0	1	9	7	0	1	1	0	0	1	0	0	0	1	1	1	0	1	1	1	1	1	1	0	0	0	1	0	0	1	1	0	0	1	9	7	0	0
Root;k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__eggerthii	79	96	19	25	154	138	290	283	14	8	34	36	36	25	1	0	25	23	34	43	1	1	9	10	1	1	36	37	4	3	19	21	28	25	2	5	0	1	1	0
Root;k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__fragilis	76	86	11	12	113	103	151	138	3	2	9	5	3	6	1	0	0	2	1	5	14	19	18	20	17	19	21	17	13	13	52	59	26	24	15	17	30	41	0	1
Root;k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__nordii	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
Root;k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__ovatus	329	333	115	150	509	498	103	112	246	233	393	436	114	95	2	4	87	83	105	100	384	393	62	46	405	397	276	241	39	26	113	146	223	204	56	45	68	74	184	202
Root;k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__plebeius	43	52	10	7	77	88	19	13	13	9	19	21	20	17	3	1	5	7	14	9	15	11	1	3	19	25	37	30	3	1	4	5	6	3	15	27	4	2	7	6
Root;k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__uniformis	1166	1276	318	366	1630	1709	1034	1041	286	216	586	551	288	279	12	13	309	303	329	329	842	783	985	991	916	884	1814	1709	744	822	552	560	185	183	319	265	138	162	22	25
Root;k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__GZKB119;g__;s__	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
Root;k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Marinilabiaceae;g__;s__	4	14	0	2	5	12	16	6	4	5	11	4	3	1	0	0	4	1	6	5	24	22	7	8	39	22	20	12	5	7	6	3	1	6	3	0	1	2	1	2
Root;k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Marinilabiaceae;g__Ruminofilibacter;s__xylanolyticum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	2	0	0	0	1	0	0	0	0	1	0
Root;k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae;g__;s__	27	18	8	6	47	45	21	17	19	18	17	25	10	8	0	0	6	4	5	5	18	16	78	85	17	22	33	29	50	64	16	16	13	8	3	5	277	315	12	7
Root;k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae;g__CandidatusAzobacteroides;s__	5	7	2	2	10	12	12	12	2	4	7	2	2	3	0	0	0	0	0	1	2	2	8	4	0	5	5	8	3	2	2	3	1	2	1	0	21	22	1	2
Root;k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae;g__Dysgonomonas;s__	50	40	22	11	55	61	77	76	49	46	75	63	35	49	2	3	19	17	22	27	353	316	40	25	372	345	136	130	6	7	18	26	31	29	13	9	19	10	39	34
Root;k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae;g__Paludibacter;s__	3	6	0	1	7	2	3	3	2	1	3	2	2	1	0	0	4	2	6	1	3	2	34	27	1	2	2	5	19	19	2	5	1	1	3	0	92	84	0	2
Root;k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae;g__Parabacteroides;s__	423	546	245	250	912	840	625	565	204	196	587	557	280	273	12	6	217	218	247	265	945	981	966	988	1029	1049	474	448	782	796	259	278	225	241	80	75	3192	2989	211	226
Root;k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae;g__Parabacteroides;s__distasonis	51	67	113	139	49	47	623	606	124	97	206	241	96	77	5	4	130	131	127	161	1707	1594	337	339	1739	1736	1040	1121	213	209	99	103	42	25	11	11	72	87	6	3
Root;k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae;g__Parabacteroides;s__gordonii	0	1	5	6	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	4	40	40	5	1	0	0	42	50	0	1	3	1	1	1	85	88	0	0
Root;k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae;g__Porphyromonas;s__	3	3	2	4	7	4	3	6	5	1	4	9	2	2	0	0	1	2	6	0	12	6	3	5	6	4	5	6	3	2	0	3	3	1	0	1	30	39	3	5
Root;k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae;g__Porphyromonas;s__endodontalis	3	2	0	1	3	3	0	0	0	0	0	0	0	2	0	0	0	1	0	2	3	1	2	2	0	2	2	3	3	1	1	1	1	0	0	0	0	1	0	0
Root;k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae;g__Tannerella;s__	9	15	6	9	25	34	15	14	13	10	15	38	6	8	0	0	4	5	9	14	22	20	5	9	19	24	23	24	17	12	5	5	0	3	2	1	2	2	0	0
Root;k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__;s__	2	4	1	2	10	10	0	0	6	5	3	5	5	9	1	0	7	6	6	3	0	0	0	1	0	0	0	0	0	0	26	44	7	2	2	6	0	0	2	0
Root;k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__	40	55	51	65	58	62	70	78	114	108	128	98	646	656	43	65	648	649	776	729	122	131	58	39	142	152	101	123	47	50	29	36	1719	1656	478	436	30	27	2247	2301
Root;k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__copri	197	215	290	301	152	127	1208	1172	1235	1168	1808	1722	3008	2964	422	430	3024	2924	3797	3682	4363	4033	351	363	4872	4595	2732	2594	111	114	505	495	5386	5519	3518	3696	135	127	6791	6836
Root;k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__melaninogenica	3	5	2	3	4	3	6	3	45	34	34	26	143	136	18	23	129	127	162	147	10	16	6	2	9	11	17	12	3	3	3	1	180	218	131	137	5	6	242	263
Root;k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__nanceiensis	0	1	1	0	0	2	1	0	6	3	2	2	16	27	1	3	35	30	41	38	2	5	0	0	2	3	2	1	2	0	0	0	60	47	9	10	0	0	72	63
Root;k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__nigrescens	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
Root;k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__stercorea	23	22	20	26	29	39	5	5	27	29	35	31	18	15	0	0	13	5	9	11	0	0	27	22	0	1	0	0	15	17	33	25	1063	1028	13	16	10	12	1365	1323
Root;k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__RF16;g__;s__	1	2	0	1	5	3	0	0	2	2	0	3	4	3	0	0	3	0	3	3	0	0	0	1	0	0	0	0	1	0	0	0	2	0	3	1	0	0	0	0
Root;k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__;s__	393	465	442	430	464	459	161	168	358	362	551	554	347	352	12	10	379	352	490	431	5	2	1136	1129	6	15	127	149	895	1002	432	383	99	85	131	97	166	161	7	9
Root;k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__AF12;s__	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	2	0	1	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0
Root;k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__indistinctus	0	1	0	1	0	1	0	1	0	1	0	0	26	28	0	0	22	11	26	11	0	0	0	0	0	0	0	0	2	1	0	0	0	0	1	2	0	0	0	0
Root;k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__massiliensis	1	0	1	0	0	0	1	0	0	0	0	0	28	9	0	1	12	12	11	17	0	0	2	0	0	0	0	0	0	3	0	0	0	0	2	0	0	0	0	0
Root;k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Blvii28;s__	2	3	3	1	3	1	14	9	5	6	7	13	7	8	0	0	5	3	3	3	57	59	3	5	62	71	26	37	1	2	5	3	4	4	2	1	0	0	4	1
Root;k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__PW3;s__	2	2	0	1	5	1	0	1	1	1	4	2	7	7	0	0	5	6	5	12	0	0	3	4	0	0	0	0	1	3	0	0	1	0	0	0	0	0	0	0
Root;k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Rikenella;s__	0	0	0	0	2	0	0	0	0	2	1	1	0	1	0	0	0	0	0	0	0	1	49	52	0	0	0	0	33	43	1	1	1	6	0	0	9	4	0	0
Root;k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__S24-7;g__;s__	64	79	39	44	93	84	46	54	35	42	81	58	41	29	1	0	20	26	32	28	92	85	378	314	131	102	88	60	173	160	36	50	142	157	15	12	56	62	158	153
Root;k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__SB-1;g__;s__	2	2	0	1	5	2	5	7	1	1	2	1	1	0	0	0	1	0	2	0	14	9	4	2	11	14	10	5	1	1	1	2	0	0	0	0	0	0	0	0
Root;k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__VC21_Bac22;g__;s__	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Root;k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__[Barnesiellaceae];g__;s__	197	231	326	373	180	218	204	183	99	126	306	298	256	275	1	1	224	227	270	265	11	12	46	72	12	14	53	50	58	60	373	371	30	55	19	25	11	13	3	0
Root;k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__[Barnesiellaceae];g__Barnesiella;s__viscericola	0	0	0	0	0	1	1	1	0	0	1	2	1	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Root;k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__[Odoribacteraceae];g__Butyricimonas;s__	11	18	30	49	17	15	26	35	184	171	492	479	58	45	9	3	51	47	77	68	3	4	71	80	4	4	67	52	45	53	48	56	16	24	3	6	15	14	2	10
Root;k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__[Odoribacteraceae];g__Odoribacter;s__	79	91	60	55	121	100	24	33	115	106	179	207	55	43	1	2	31	23	21	33	0	3	679	674	7	1	248	227	499	523	100	67	51	46	11	11	103	75	0	1
Root;k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__[Paraprevotellaceae];g__;s__	1	6	7	8	2	3	0	0	4	1	6	9	18	23	1	1	15	21	22	12	3	3	1	2	0	1	0	1	1	2	5	2	7	12	25	21	1	1	11	10
Root;k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__[Paraprevotellaceae];g__CF231;s__	6	6	7	10	6	8	5	7	6	7	21	22	12	7	0	0	2	9	7	2	5	2	4	5	9	7	25	19	6	7	1	3	12	18	1	1	2	6	14	8
Root;k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__[Paraprevotellaceae];g__Paraprevotella;s__	39	60	64	59	36	41	18	23	72	62	185	166	2005	1997	24	20	318	321	411	369	82	79	46	45	110	80	81	84	34	20	14	17	69	67	81	98	8	8	59	65
Root;k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__[Paraprevotellaceae];g__YRC22;s__	0	1	1	2	2	0	0	0	0	0	0	0	3	1	1	3	2	1	1	1	0	0	0	0	0	1	7	3	0	0	0	0	3	9	5	1	0	0	7	12
Root;k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__[Paraprevotellaceae];g__[Prevotella];s__	93	115	181	177	43	43	34	33	9	11	43	34	80	81	11	10	61	40	64	82	10	15	2	4	13	12	10	18	6	12	5	9	940	894	87	81	15	6	1116	1126
Root;k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__p-2534-18B5;g__;s__	0	0	2	2	1	1	0	0	0	0	0	0	0	0	0	0	3	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Root;k__Bacteria;p__Bacteroidetes;c__Cytophagia;o__Cytophagales;f__Cyclobacteriaceae;g__Nitritalea;s__halalkaliphila	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Root;k__Bacteria;p__Bacteroidetes;c__Cytophagia;o__Cytophagales;f__Cytophagaceae;g__Pontibacter;s__	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Root;k__Bacteria;p__Bacteroidetes;c__Cytophagia;o__Cytophagales;f__Flammeovirgaceae;g__Flexibacter;s__	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Root;k__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__Cryomorphaceae;g__;s__	2	0	3	2	0	1	1	2	1	0	0	4	1	0	0	0	1	1	0	1	1	0	0	2	1	1	2	2	0	2	0	2	1	1	0	0	1	1	1	1
Root;k__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__Flavobacteriaceae;g__;s__	0	0	1	1	0	0	0	0	0	2	0	1	2	0	0	0	0	0	0	0	0	0	1	1	0	0	0	3	1	0	0	2	0	1	0	0	1	0	0	0
Root;k__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__Flavobacteriaceae;g__Kordia;s__	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	1	0	0	0
Root;k__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__Flavobacteriaceae;g__Krokinobacter;s__genikus	6	3	12	15	2	3	3	0	0	0	1	0	0	0	0	0	1	1	2	2	0	0	10	9	0	0	1	0	6	10	1	2	0	0	0	1	0	0	0	0
Root;k__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__Flavobacteriaceae;g__Polaribacter;s__	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Root;k__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__Flavobacteriaceae;g__Psychroflexus;s__	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Root;k__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__Flavobacteriaceae;g__Sufflavibacter;s__maritimus	2	5	6	11	0	2	1	0	2	0	3	0	0	0	0	0	1	1	4	1	0	0	0	3	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
Root;k__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__[Weeksellaceae];g__Wautersiella;s__	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Root;k__Bacteria;p__Bacteroidetes;c__Sphingobacteriia;o__Sphingobacteriales;f__Sphingobacteriaceae;g__;s__	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Root;k__Bacteria;p__Bacteroidetes;c__Sphingobacteriia;o__Sphingobacteriales;f__Sphingobacteriaceae;g__Olivibacter;s__sitiensis	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0
Root;k__Bacteria;p__Bacteroidetes;c__Sphingobacteriia;o__Sphingobacteriales;f__Sphingobacteriaceae;g__Sphingobacterium;s__	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Root;k__Bacteria;p__Bacteroidetes;c__[Saprospirae];o__[Saprospirales];f__Chitinophagaceae;g__;s__	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Root;k__Bacteria;p__Bacteroidetes;c__[Saprospirae];o__[Saprospirales];f__Chitinophagaceae;g__Chitinophaga;s__	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
Root;k__Bacteria;p__Bacteroidetes;c__[Saprospirae];o__[Saprospirales];f__Chitinophagaceae;g__Sediminibacterium;s__	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Root;k__Bacteria;p__Chlorobi;c__Chlorobia;o__Chlorobiales;f__Chlorobiaceae;g__Chlorobium;s__chlorochromatii	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0	0	0
Root;k__Bacteria;p__Chlorobi;c__Chlorobia;o__Chlorobiales;f__Chlorobiaceae;g__Prosthecochloris;s__	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Root;k__Bacteria;p__Chlorobi;c__Ignavibacteria;o__Ignavibacteriales;f__;g__;s__	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0
Root;k__Bacteria;p__Chlorobi;c__Ignavibacteria;o__Ignavibacteriales;f__Ignavibacteriaceae;g__;s__	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Root;k__Bacteria;p__Chlorobi;c__OPB56;o__;f__;g__;s__	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1
Root;k__Bacteria;p__Chloroflexi;c__Anaerolineae;o__Caldilineales;f__Caldilineaceae;g__Litorilinea;s__aerophila	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Root;k__Bacteria;p__Chloroflexi;c__Anaerolineae;o__SJA-15;f__;g__;s__	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	1	0	0	0
Root;k__Bacteria;p__Chloroflexi;c__Chloroflexi;o__[Roseiflexales];f__[Roseiflexaceae];g__Roseiflexus;s__	0	0	0	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0
Root;k__Bacteria;p__Chloroflexi;c__[Thermobacula];o__[Thermobaculales];f__[Thermobaculaceae];g__Thermobaculum;s__terrenum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Root;k__Bacteria;p__Cyanobacteria;c__4C0d-2;o__YS2;f__;g__;s__	100	108	229	273	68	69	11	10	0	0	0	0	0	0	1	0	0	1	0	0	0	0	158	160	0	2	0	0	129	106	3	4	7	18	1	1	16	31	0	1
Root;k__Bacteria;p__Cyanobacteria;c__Chloroplast;o__;f__;g__;s__	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Root;k__Bacteria;p__Cyanobacteria;c__Chloroplast;o__Haptophyceae;f__;g__;s__	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Root;k__Bacteria;p__Cyanobacteria;c__Chloroplast;o__Streptophyta;f__;g__;s__	0	1	2	0	2	3	2	4	0	5	3	0	0	2	1	1	3	1	4	1	0	0	0	0	0	0	0	1	0	0	0	0	1	2	3	2	1	4	4	1
Root;k__Bacteria;p__Cyanobacteria;c__Gloeobacterophycideae;o__Gloeobacterales;f__Gloeobacteraceae;g__Gloeobacter;s__violaceus	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	0
Root;k__Bacteria;p__Cyanobacteria;c__ML635J-21;o__;f__;g__;s__	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0
Root;k__Bacteria;p__Cyanobacteria;c__Oscillatoriophycideae;o__Chroococcales;f__;g__;s__	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Root;k__Bacteria;p__Cyanobacteria;c__Synechococcophycideae;o__Pseudanabaenales;f__Pseudanabaenaceae;g__Pseudanabaena;s__	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Root;k__Bacteria;p__Cyanobacteria;c__Synechococcophycideae;o__Pseudanabaenales;f__Pseudanabaenaceae;g__Synechococcus;s__elongatus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Root;k__Bacteria;p__Dictyoglomi;c__Dictyoglomia;o__Dictyoglomales;f__Dictyoglomaceae;g__Dictyoglomus;s__	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
