"","M01.1-V1-stool","M01.1-V2-stool","M01.1-V3-stool","M01.2-V1-stool","M01.2-V2-stool","M01.2-V3-stool","M01.3-V1-stool","M01.3-V2-stool","M01.3-V3-stool","M01.4-V1-stool","M01.4-V2-stool","M01.4-V3-stool","M01.5-V2-stool","M01.5-V3-stool","M02.1-V1-stool","M02.1-V2-stool","M02.1-V3-stool","M02.2-V1-stool","M02.2-V2-stool","M02.2-V3-stool","M02.3-V1-stool","M02.3-V2-stool","M02.3-V3-stool","M02.4-V1-stool","M02.4-V2-stool","M02.4-V3-stool","M02.5-V1-stool","M02.5-V2-stool","M03.1-V2-stool","M03.1-V3-stool","M03.3-V1-stool","M03.3-V2-stool","M03.3-V3-stool","M03.4-V1-stool","M03.4-V2-stool","M03.4-V3-stool","M03.5-V1-stool","M03.5-V2-stool","M04.1-V1-stool","M04.1-V3-stool","M04.2-V1-stool","M04.2-V2-stool","M04.2-V3-stool","M04.3-V1-stool","M04.3-V3-stool","M04.4-V1-stool","M04.4-V3-stool","M04.5-V1-stool","M04.5-V2-stool","M04.5-V3-stool","M04.6-V1-stool","M04.6-V2-stool","M04.6-V3-stool","PRJNA231909.3105829","PRJNA231909.3108874","PRJNA231909.3108875","PRJNA231909.3113669","PRJNA231909.3114784","PRJNA231909.3111969","PRJNA231909.3111970","PRJNA231909.3112924","PRJNA231909.3112925","PRJNA231909.3113339","PRJNA231909.3113393","PRJNA231909.3115615","PRJNA231909.3107345","PRJNA231909.3112358","PRJNA231909.3112359","PRJNA231909.3112360","PRJNA231909.3113831","PRJNA231909.3113834","PRJNA231909.3115067","PRJNA231909.3115068","PRJNA231909.3115070","PRJNA231909.3108330","PRJNA231909.3108332","PRJNA231909.3114542","PRJNA231909.3114545","PRJNA231909.3101436","PRJNA231909.3101439","PRJNA231909.3107649","PRJNA231909.3107651","PRJNA231909.3113065","PRJNA231909.3113068","PRJNA231909.3113996","PRJNA231909.3101335","PRJNA231909.3101336","PRJNA231909.3101338","PRJNA231909.3107526","PRJNA231909.3107527","PRJNA231909.3105875","PRJNA231909.3107978","PRJNA231909.3109940","PRJNA231909.3109945","PRJNA231909.3109952","PRJNA231909.3114865","PRJNA231909.3103734","PRJNA231909.3103736","PRJNA231909.3116468","PRJNA231909.3116471","PRJNA231909.3117624","PRJNA231909.3117627","PRJNA231909.3116456","PRJNA231909.3117245","PRJNA231909.3117247","PRJNA231909.3117249","PRJNA231909.3119726","PRJNA231909.3119727","PRJNA231909.3119729","PRJNA231909.3101140","PRJNA231909.3106384","PRJNA231909.3113111","PRJNA231909.3113114","PRJNA231909.3113118","PRJNA231909.3113627","PRJNA231909.3102732","PRJNA231909.3113933","PRJNA231909.3113936","PRJNA231909.3114810","PRJNA231909.3107373","PRJNA231909.3107376","PRJNA231909.3108601","PRJNA231909.3112363","PRJNA231909.3112365","PRJNA231909.3112367","PRJNA231909.3113765","PRJNA231909.3113767","PRJNA231909.3115315","PRJNA231909.3110086","PRJNA231909.3110090","PRJNA231909.3112419","PRJNA231909.3113044","PRJNA231909.3114201","PRJNA231909.3107859","PRJNA231909.3107861","PRJNA231909.3107883","PRJNA231909.3108096","PRJNA231909.3108098","PRJNA231909.3108100","PRJNA231909.3108103","PRJNA231909.3108105","PRJNA231909.3108107","PRJNA231909.3108363","PRJNA231909.3104913","PRJNA231909.3105378","PRJNA231909.3105379","PRJNA231909.3109753","PRJNA231909.3109755","PRJNA231909.3117378","PRJNA231909.3117380","PRJNA231909.3117383","PRJNA231909.3108485","PRJNA231909.3108488","PRJNA231909.3108490","PRJNA231909.3109997","PRJNA231909.3110006","PRJNA231909.3112121","PRJNA231909.3112122","PRJNA231909.3113663","PRJNA231909.3108437","PRJNA231909.3108440","PRJNA231909.3113604","PRJNA231909.3114755","PRJNA231909.3115643","PRJNA231909.3115644","PRJNA231909.3115646","PRJNA231909.3102986","PRJNA231909.3107336","PRJNA231909.3115087","PRJNA231909.3110226","PRJNA231909.3112348","PRJNA231909.3113035","PRJNA231909.3114185","MH0271","MH0290","MH0336","MH0339","MH0340","MH0346","MH0355","MH0362","MH0364","MH0365","MH0368","MH0369","MH0371","MH0373","MH0374","MH0375","MH0376","MH0377","MH0378","MH0381","MH0384","MH0385","MH0386","MH0387","MH0388","MH0389","MH0390","MH0391","MH0393","MH0395","MH0396","MH0397","MH0399","MH0402","NLF002-IE","NLF009-IE","NLM009-IE","NLM025-IE","NOF002-IE","NOF007-IE","NOF013-IE"
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Coprococcus|s__Coprococcus_catus",0.4557,0.23365,0.56601,0.08852,0.12888,0.09198,0.2955,0.27511,0.21079,0.60876,1.22424,0.14349,0.48566,0.24907,0.18364,0.06665,0.06756,0.22857,0.29167,0.29129,0.05854,0.0525,0.07967,0.33524,0.18185,0.27151,0,0,0.39372,0.65508,0.00413,0.01327,0.01227,0.18388,0.18448,0.45742,0.03558,0.18528,0,0.00569,0.31733,0.54663,0.1553,0.22707,0.04612,0.2715,0.03799,0.03193,0.25863,0.04396,0.17803,0.10238,0.16186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03445,0,0,0.13988,0.45091,0,0,0,0,0,0,0.0904,0,0,0,0,0.26193,0.18696,0.52212,0,0,0,0,0,0,0,0,0.03236,0.57769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.22766,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.56672,0,0,0,0,0.224,0.23693,0.06859,0.28439,0.14115,0.42739,0.07229,0.09753,0.11501,0.05391,0.12642,0.06577,0.05418,0.08918,0.28634,0,0.28698,0.14514,0.05712,0.07644,0.05427,0.24936,0.01436,0.13397,0.04373,0.09552,0.22785,0.18464,0,0.18337,0.24487,0.12647,0.04488,0.41886,0.01868,0.05642,0.01606,0.0696,0,0,0
"k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Odoribacteraceae|g__Butyricimonas|s__Butyricimonas_synergistica",0.34631,0.27857,0.46696,0.01046,0.00433,0.00643,0,0,0,0.22704,0.41899,0.03305,0.0627,0.03768,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00044,0,0.00073,0,0,0,0,0.00227,0.08741,0.03288,0.31931,0.03895,0.10846,0.06563,0.04115,0.11581,0.08392,0,0,5e-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14337,0,0,0,0.04351,0.05996,0.05473,0.11381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03826,0.0473,0.00745,0.0204,0.06925,0.30001,0,0.21676,0.08878,0.18427,0.03635,0.00062,0.14704,0.01084,0.12837,0.12241,0.02411,0.0164,1.14928,0.01793,0,0.00914,0.4124,0.01035,0.25784,0,0,0.12982,0,0.05275,0.10507,0,0.16841,0.00187,0,0.08837,0,0,0,0,0.0023
"k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfovibrionales|f__Desulfovibrionaceae|g__Desulfovibrio|s__Desulfovibrio_piger",0.31215,0.20835,0.39053,0,0,0,0,0,0,0.33455,0.30634,0.06609,0.379,0.37481,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.48068,0.03034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.20106,0.19955,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.19372,0.1269,0,0.15604,0,1.1004,0,0,0,0,0,0,0.19369,0,0,0,0,0,0.38427,0.99631,0.9471,0,0.2632,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Blautia|s__Blautia_obeum",0.31115,0.37113,0.60904,0.41126,0.64325,0.28922,0.46343,0.61106,0.48345,0.10079,0.23327,0.13378,1.84116,1.05071,1.9462,0.53769,1.54535,0.9242,0.91607,1.45779,0.01336,0.07799,0.03353,0.71733,0.20621,0.56348,0,0,0.18613,0.30912,1.20363,0.2501,0.22249,1.5241,0.6026,1.11871,0.27359,0.36291,0.15539,0.76745,0.19587,0.14278,0.03123,0.14462,0.07552,0.35805,0.0589,0.11012,0.24321,0.08122,0.01299,0.1418,0.20417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01965,0.03939,0.07936,0.00354,0,0,0,1.17732,0,0,0,0,0,0,0,0,0,0,0,0.00623,0,0,0,0,0,0,0,0,0.62318,0.0507,0.24985,0.34527,0,0,0,0,0,0,0,0,0,0,0.07254,0,0.0841,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0049,0.04321,0.02402,0.05697,0,0,0,0,0,0,0,0,0.15016,0.12641,0,1.23071,0.60628,0.23701,0.06689,0,0,0.33288,0,0,0,0,0.0216,0.36955,1.2679,0.20189,0.11797,0.25804,0.19387,0.26333,0.08613,0.0921,0.05768,0.06572,0.22276,0.00683,0.27397,0.1871,0.32628,1.33311,0.33099,0.09901,0.0246,0.09207,0.15955,0.02555,0.13301,0.08955,0.25759,0.47613,0.62552,0.02839,0.33053,0.32068,0.2641,0.92474,0.03504,0.48336,0.05101,0.17149,0.15139,0.07923,0.10424
"k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium_longum",0.30093,0.17274,0.01254,0.71093,0.21003,0.2612,0,0,0.66891,0.086,0.39653,0,0.57285,0.42906,0.65511,0.11399,0.95271,0,0,0,0,0,0,0,0,0,0,0,3.61933,3.98994,2.78238,3.73638,6.05916,0.67028,0.7928,3.0284,0.81508,2.35119,0.80757,0.24634,0.07469,4.28264,0.08831,0.34189,0.05961,0.49044,0.03322,1.75941,3.0822,0.03518,0,0,0,6.19871,1.84465,6.23356,11.65336,9.87174,1.86264,2.62085,3.3694,2.09349,1.80996,2.24052,4.68108,0.64355,1.9842,2.84537,2.96288,2.44672,2.23629,0,0,0.00302,2.88529,1.95406,0.00721,0.0103,7.67175,3.91589,1.90132,6.36821,2.2559,3.83078,1.16618,3.4008,1.02638,3.26126,1.38036,1.97706,0.43757,0.0096,2.0285,5.19877,5.66845,0.06568,16.38539,9.77348,10.398,5.98603,0.37618,0.38004,12.63052,4.1264,5.26669,1.45002,3.66174,2.07879,3.4931,0.27979,6.46099,2.19876,2.53397,1.28024,2.87594,5.49421,3.43702,2.1259,2.10816,3.3483,0.46,1.65608,3.25571,1.71766,0,0.75581,1.66051,1.62085,1.75267,4.7358,7.94281,0.94257,8.14107,1.78552,1.46551,1.8456,3.38417,2.40651,4.5261,2.04968,1.39983,1.19788,0.64101,27.03388,12.62665,0.00791,5.62079,7.31659,3.54201,1.02692,1.22352,0.00728,2.08616,4.43401,1.08806,0.7668,2.64513,5.93074,2.30819,2.69142,0.8126,2.54934,3.54444,0,0,1.19874,0.00266,3.5775,1.2099,0.83304,0.01035,0.62846,5.54974,0,0.94306,0,0,0.05032,0,0.29705,0.71193,0.24525,0.06873,0.02713,0.10705,0.12673,0.00243,0.07625,0,0.64079,0,0.15871,0.15597,0.00621,0,0.13261,0.16641,0.36297,0,0.00848,0.14744,0.15762,0.72682,0,0.14843,0.28532,0,0,0,0.16259,0,0.91401,0,0.49478
"k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Barnesiellaceae|g__Coprobacter|s__Coprobacter_fastidiosus",0.2866,0.33353,0.47354,0,0,0,0,0,0,0,0.01351,0,0,0,0.25367,0.14989,0.03222,0,0,0,0,0,0,0.15124,1.22102,0.41592,0,0,0.02324,0.06062,0.1657,0.34417,0.30817,0.88608,0.23426,0.26792,0,0,0,0,0,0.21992,0.04944,0.15978,0.01577,0,0.02906,0,0,0.03669,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.59958,0,0,0,0,0,0.06559,0.00667,0.02308,0.15047,0.02827,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03823,0.96098,0.06489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.22023,0.18551,0.09339,0,0.00168,0.80531,0.22347,0,0,0.06568,0.28932,0.01801,0.00344,0.10936,0,0,0.06568,0.14264,0,0.01031,0.2424,0,0.07399,0,1.17912,0.1476,0,0,0,0,0.46426,0,0,0,0,0,0,0,0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Roseburia|s__Roseburia_sp_CAG_471",0.26787,0.16192,0.53173,0.00346,0.00155,0.0035,0.00164,0.00075,0.00297,0.00387,0.00761,6e-04,0.00564,0.00294,0.00256,0.00282,0.00075,0,0.00227,0.00135,0,0.00065,0,0.0922,0.0395,0.15189,0.00952,0.00406,0.00264,0.01239,0.00207,0.00283,0.00567,0,0,0,0.00406,0.00079,0.19403,0.23459,0.00704,0.02283,0.10436,0.68016,0.05131,0.00243,0.0462,0,0.00244,0.04764,0.52972,0.11934,0.86363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00093,0.00191,0,0,0,0,0.00514,0,0,0,0,0,0,0,0,0,0,0,0.01322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07854,0.09177,0.27032,0.01696,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00029,0,0.00185,0.00825,0.00485,0.00428,0,0,0,7e-04,0,0.00322,0.00948,0,0,0.002,0,0.03851,0,0.00028,0.02708,0.00121,0.00129,0,0.0018,0.40056,0,0.10908,0.1522,0.003,0.01392,0.00014,0,0,0.04868,0,0,0,0,0
"k__Bacteria|p__Verrucomicrobia|c__Verrucomicrobiae|o__Verrucomicrobiales|f__Akkermansiaceae|g__Akkermansia|s__Akkermansia_muciniphila",0.24315,1.06257,1.09285,0.0904,1.33783,0.12444,0,0,0,1.60464,6.77206,0.01212,1.09501,1.31798,0,0,0.21381,0,0,0,3.95668,3.77209,3.63869,4.44781,9.19045,6.0141,0.09078,1.83929,0.24073,1.7847,8.58281,1.52869,2.62444,0,0,0,0,0,0,0,0,0,0,0.04602,0,0,0,0,0,0,0.14973,0,0,0,0,6.46126,0,0,0.06593,0.71803,0.44169,1.12753,0.06391,0,0,0,0,1.57937,5.41904,0,12.89728,0,0,0,2.14992,0,0.00375,0.00116,0,0,0.0899,0.08012,1.45946,0.00131,0,0,0,0,0,0,1.727,0,0,8.28996,0,2.10896,0,0,0,0.00663,0.10546,0,0,0,2.88893,0,0.26332,4.98251,4.86215,0,0,0,0,0,0,0,0,0.43296,0.87493,0,0,3.59112,1.73868,0,14.51883,0,4.28186,0,5.13412,0.14311,0,0.82821,0.00691,0,1.19438,12.77019,7.1799,4.70552,4.38253,0,4.73505,0.01267,0,0,0,0,0,0,0,0,0.14685,0,0,0.24164,12.69845,0,0.12252,1.56569,0,0.00348,0.12105,0,0,0,0.0495,1.04992,0,0,0.11711,2.01145,0,0,0,2.87246,0.00538,23.37916,13.64128,1.41807,0.40455,0.10131,2.61243,1.57249,0.06969,0,0.65294,0.06308,3.58101,0,0,2.67264,0.93905,0.09586,0.72195,0,1.43035,0,0,0,2.18624,0.13155,0.92926,0.02671,0.86793,0,1.91115,2.74158,26.16338,0,0,0,0.65706,0.00471,0,0
"k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__Alistipes|s__Alistipes_shahii",0.23696,0.56743,0.71443,0.18135,0.4367,0.27877,0.37404,0.08458,0.54863,0.13817,0.43187,0.04553,0.4065,0.02916,0.07446,0.85221,0.33673,0.47423,0.13732,0.26017,0.26546,0.40339,0.17309,1.10874,0.98334,1.45618,0,0,0.13503,0.8415,0.76837,1.10979,1.04272,0.32658,0.17256,0.17694,0,0,0,0,0.0225,0.49651,0.067,0.16766,0.0289,0.35527,0.04037,0.05513,0.20069,0.06707,0.0382,0.00333,0.08455,0,0,0.0389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09161,0,0,0,0,0,0,0,0,0,0,0.02613,0.43816,1.143,0.50182,0.15017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.69778,1.99835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00726,0.56369,0.32274,0,0.00101,0.00028,0.00169,0.28446,0,0.00023,0,0,0,0,0,0,0,0,0,0,0.0401,0,0,0,0,0.47842,0.24093,0.02229,0.32411,0.44123,0.51041,0.20159,0.1537,0.27293,0.16522,0.00978,0.33514,0.02813,0.53962,0.16724,0.17254,0.1625,0.05694,0.4023,0.61289,0.00086,0.04463,0.74426,0,0.10862,0.02012,0.18733,0.43594,0,0.04728,0.09393,0.26743,0.43967,0.19844,0,0.16764,0,0,0,0.02461,0.02453
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Gemmiger|s__Gemmiger_formicilis",0.22194,0.08393,0.07012,0.05284,0.02836,0.05274,0.27909,0.27857,0.18995,0.03897,0.08601,0.03848,0.01686,0.03326,0.21812,0.08889,0.24012,0.17251,0.285,0.26004,0.00407,0,0.01091,0.04287,0.01261,0.03174,0.21109,0.18221,0.21199,0.15198,0.02023,0.0169,0.01933,0.06499,0.03942,0.08946,0,0,0.02457,0.09468,0.22269,0.12622,0.02342,0.1301,0.0414,0.03932,0.04328,0.00739,0.09731,0.02789,0.02307,0.02716,0.05008,0,0,0,0,0,0,0.48189,0.72488,0.50612,0.93819,0,0.36722,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02159,0.06662,0.01503,0.07797,0,0,0.56462,0.37746,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02749,0.21035,0,0,0,0,0.02679,0,0,0,0,0,0,0.02127,0,0,0,0,0,0,0,0,0,0,0,0.05945,0.0102,0,0,0,0,0,0.26557,0.43843,0,0,0,0,0,0.00269,0,0,0,0,0,0,0,0,0,0,0,0,0.41235,0,0,0,0,0.83916,0.12402,0.0519,0.08809,0.07408,0.20744,0.15992,0.11786,0.16679,0.06482,0.0879,0,0.23671,0.1333,0.07003,0,0.42568,0.38901,0.11776,0.19535,0.04984,0.02529,0.23752,0.12529,0.43407,0.28472,0.06638,0.03113,0,0.04751,0.42702,0.1585,0.14204,0.1212,0,0.14241,0.0276,0.12032,0,0,0
"k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_xylanisolvens",0.19356,0.07726,0.26033,0.61329,0.01953,0.28605,1.14576,1.31959,2.51086,0.17329,0.20774,0.03832,0.02897,0.007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.36835,0.32629,0,0,0,0,0,0,0,0,0.0659,0.01473,0.03554,0.38774,0.0765,0.58108,0.47486,0.44223,0.70283,0.68404,0.23493,0.72955,0.02869,0.00792,0.04016,0,0,0.01606,0,0,0,0,0,0,0,0,0.54307,0,0.00423,0,0,0,0,0.0011,0,0,0,0,0.00261,0,0,0,0,0,0.00128,0.00222,0.00141,0,0,0,0,0,0,10.62249,7.83907,5.03272,2.00371,6.98209,0,0,0,0,0,0,0.07734,0.04548,0.03267,0.32745,0.2214,0.04419,0.01067,0,0,0,0,0,0,2.47334,4.53779,1.04938,0.20717,0,0,2.16848,0.01799,1.63066,5.76853,0,0,0.16323,0,0,0,0,0.00207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00067,0.00106,0,0,0.00037,0,0,0.00107,0,0.26197,0,0,0,0,0,0,0,0.03412,0,7.16017,2.60534,0,0,0,0,0.15321,0,0.00929,0.48852,0.04238,0,0.22138,0.01477,0.71443,0.01521,0.33738,0.86608,0.40678,0.0436,0.04645,0.0259,0.30476,0.01037,0.16599,1.27984,0.2197,0.04133,2.3855,0.32037,0.50247,0.29485,0.63202,0.1292,0,0.11703,0,0.1756,0.13655,0.10705,2.50384,2.01934,0.02338,0,0,0.33904,0.02338
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Eubacteriaceae|g__Eubacterium|s__Eubacterium_ramulus",0.19081,0.12298,0.29093,0.08958,0.03399,0.08619,0.28176,0.16318,0.2043,0.10176,0.27889,0.0256,0.11461,0.08637,0.03425,0.01978,0.12776,0,0,0,0.11279,0.15016,0.14197,0.24002,0.27118,0.18444,0,0.0033,0.0811,0.16955,0.02626,0.07805,0.13233,0,0.00272,0.00359,0,0,0.0479,0.04719,0.68019,0.56044,0.1462,0.69983,0.1039,0.19992,0.08098,0.07109,0.34232,0.09765,0.07597,0.0347,0.13294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.034,0,0.08813,0.13174,0.31088,0.16578,0,0,0,0,0,0,0,0,0,0,0.0162,0.01563,0,0,0,0,0,0,0,0,0,0,0.05771,0,0,0,0,0,0,0,0,0,0.28651,0.25275,0,0.06468,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14566,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04641,0,0,0,0.10868,0.01371,0.0526,0.06638,0.05705,0.07964,0.06502,0,0.04095,0.02169,0.07813,0.03277,0.07384,0,0.07087,0,0.02052,0,0.1038,0.05699,0.03466,0.02961,0.05788,0.00376,0.0498,0.12399,0,0.03427,0,0.03105,0.00507,0.06816,0.00548,0.05781,0.511,0.18373,0.02456,0.01728,0,0,0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Oscillospiraceae|g__Oscillibacter|s__Oscillibacter_sp_CAG_241",0.18958,0.12989,0.43921,0.0273,0.01678,0.05181,0.0238,0.02405,0.03949,0.55208,0.26985,0.33258,0.0073,0.02005,0.02819,0.01178,0.03476,0.41025,0.25935,0.1541,1.00176,0.43949,0.36879,0.48538,0.43559,0.58446,0,0,0.00523,0.01339,0,0,0,0,0.00146,0.00475,0,0,0.00532,0.02635,0.00045,0.30248,0.01061,0.0485,0.01718,0.09303,0.01509,0.08743,0.00365,0.01575,0.00829,0.26291,3.29721,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00925,0.00477,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00452,0.51555,0.27502,0.32401,0.01704,0.3455,0.07654,0.15899,0.13793,0.11958,0.0982,0.00819,0.28392,4.9028,0.53235,0.00462,0.69806,8e-04,0.10118,0.92961,0.07836,0.05525,0.71155,0,0.00185,1.97708,0.42575,0.0302,0,1.68009,1.19986,0.21239,0.3852,0.3766,0,0,0,0.19321,0,0,0
"k__Bacteria|p__Firmicutes|c__Firmicutes_unclassified|o__Firmicutes_unclassified|f__Firmicutes_unclassified|g__Firmicutes_unclassified|s__Firmicutes_bacterium_CAG_83",0.18112,0.10581,0.26001,0.25847,0.14615,0.1437,0.08688,0.12304,0.07319,0.06129,0.24276,0.03323,0.03674,0.03421,0.19218,0.12935,0.22668,0.08292,0.06883,0.03932,0.07766,0.01102,0.007,0.1035,0.04571,0.0973,0,0.17527,0.45296,0.33894,1.49809,0.60066,0.51243,0.85911,0.70588,0.58129,0.7393,2.11491,0.05788,0.03993,0.00834,1.94,0.09918,2.2136,0.04282,0.56601,0.03875,1.03384,1.02272,0.02831,0.02311,0.00683,0.06866,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.32366,0,0,1.54282,0.86994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.24077,0,0,0,0,0.55243,0.59186,2.87041,0,1.35188,0,0,0,0,0,0,1.59001,0.86857,0.67711,0.19153,0.22594,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05347,0.09584,0.08309,0,0,0,1.24874,0,0,0,0.94109,0.02997,0.06403,0.06266,0.05392,0.18393,0.04157,0.02089,0.10766,0.02151,0.07844,0.00982,0,0.01793,0.063,0.13419,0,0.04938,0.02579,0.37098,0.08691,0.07773,0.20475,0,0.02768,0.02701,0.01879,0.00156,0,0.02196,0.10132,0.43166,0.01837,0.03183,0.55443,0.23306,0.02465,0,0,0.09825,0
